carat,cut,color,clarity,price,x,y,z
0.86,Good,F,SI2,2819,5.97,5.95,3.83
0.71,Ideal,G,VS1,2820,5.66,5.69,3.57
0.75,Ideal,E,SI1,2821,5.8,5.78,3.59
0.73,Premium,E,VS2,2821,5.77,5.73,3.54
0.53,Ideal,E,VVS1,2821,5.2,5.21,3.22
0.73,Premium,E,SI1,2821,5.83,5.76,3.55
0.73,Good,E,SI1,2821,5.72,5.7,3.63
0.73,Premium,E,SI1,2821,5.92,5.85,3.51
0.73,Premium,E,SI1,2821,5.77,5.68,3.56
0.73,Premium,D,SI1,2821,5.84,5.82,3.6
0.73,Very Good,E,SI1,2821,5.76,5.7,3.62
0.7,Premium,E,VS1,2822,5.74,5.71,3.48
0.72,Premium,E,VS2,2822,5.84,5.8,3.51
0.72,Premium,E,VS2,2822,5.8,5.76,3.52
0.72,Premium,E,VS2,2822,5.77,5.7,3.58
0.7,Premium,E,VS2,2822,5.73,5.7,3.44
0.6,Ideal,F,VVS2,2822,5.37,5.4,3.34
0.74,Ideal,I,VVS1,2822,5.85,5.89,3.57
0.73,Ideal,F,SI1,2822,5.75,5.78,3.58
0.71,Premium,D,SI1,2822,5.71,5.67,3.57
0.71,Premium,D,SI1,2822,5.75,5.73,3.52
0.7,Premium,D,SI1,2822,5.82,5.75,3.48
0.7,Ideal,D,SI1,2822,5.75,5.72,3.48
0.9,Good,J,VS2,2822,6.04,6.03,3.86
0.71,Ideal,D,SI1,2822,5.86,5.83,3.52
0.7,Premium,E,VS2,2822,5.73,5.68,3.51
0.7,Premium,E,VS2,2822,5.71,5.66,3.56
0.7,Ideal,D,SI1,2822,5.82,5.77,3.46
0.7,Good,E,SI1,2822,5.71,5.66,3.49
0.7,Ideal,D,SI1,2822,5.62,5.59,3.51
0.7,Ideal,D,SI1,2822,5.73,5.63,3.51
0.7,Premium,E,VS2,2822,5.72,5.68,3.46
0.7,Premium,F,VS2,2822,5.8,5.72,3.49
0.7,Ideal,D,SI1,2822,5.75,5.71,3.52
0.79,Very Good,D,SI2,2823,5.86,5.9,3.69
0.9,Good,I,SI1,2823,6.06,6.13,3.89
0.71,Premium,E,VS2,2823,5.71,5.66,3.54
0.61,Ideal,E,VVS2,2823,5.51,5.59,3.4
0.9,Fair,H,SI2,2823,6.05,5.98,3.96
0.71,Ideal,E,SI1,2823,5.77,5.73,3.47
0.71,Premium,D,VS2,2824,5.74,5.69,3.5
0.77,Ideal,I,VVS2,2824,5.84,5.86,3.63
0.74,Good,E,VS1,2824,5.73,5.75,3.62
0.82,Ideal,F,SI2,2824,6.02,5.97,3.74
0.82,Premium,E,SI2,2824,6.05,6.03,3.67
0.71,Premium,G,VS1,2825,5.73,5.66,3.54
0.83,Premium,H,SI1,2825,6.08,6.05,3.64
0.73,Very Good,G,VS1,2825,5.75,5.8,3.58
0.83,Premium,H,SI1,2825,6.02,5.95,3.74
1.17,Premium,J,I1,2825,6.9,6.83,4.13
0.91,Fair,H,SI2,2825,6.24,6.19,3.81
0.73,Premium,E,VS1,2826,5.75,5.68,3.58
0.7,Good,E,VS1,2826,5.94,5.88,3.38
0.9,Premium,I,SI2,2826,6.11,6.07,3.79
0.7,Premium,E,VS1,2826,5.66,5.6,3.5
0.7,Very Good,D,VS2,2826,5.6,5.58,3.54
0.7,Premium,E,VS1,2826,5.78,5.74,3.42
0.9,Very Good,I,SI2,2826,6.17,6.07,3.88
0.78,Premium,F,SI1,2826,5.97,5.94,3.62
0.96,Ideal,F,I1,2826,6.41,6.37,3.88
0.7,Very Good,D,SI1,2827,5.67,5.7,3.54
0.72,Good,D,VS2,2827,5.68,5.7,3.64
0.79,Premium,H,VVS2,2827,5.96,5.9,3.71
0.7,Ideal,H,VVS1,2827,5.69,5.74,3.52
0.7,Ideal,H,VVS1,2827,5.66,5.7,3.54
0.7,Ideal,D,SI2,2828,5.74,5.77,3.49
1.01,Premium,H,SI2,2828,6.39,6.31,3.91
0.72,Premium,F,VS1,2829,5.75,5.7,3.56
0.8,Good,E,SI2,2829,5.91,5.87,3.75
0.59,Ideal,E,VVS1,2829,5.36,5.38,3.33
0.72,Ideal,F,VS1,2829,5.77,5.74,3.55
0.75,Premium,E,SI2,2829,5.88,5.82,3.62
0.8,Premium,E,SI2,2829,6.05,6.01,3.63
0.71,Very Good,E,VS2,2830,5.65,5.7,3.56
0.77,Very Good,H,SI1,2830,5.84,5.89,3.62
0.97,Ideal,F,I1,2830,6.41,6.43,3.9
0.53,Ideal,F,VVS1,2830,5.23,5.29,3.19
0.53,Ideal,F,VVS1,2830,5.16,5.19,3.2
0.8,Ideal,I,VS2,2830,5.94,5.99,3.7
0.9,Premium,G,SI1,2830,6.21,6.13,3.74
0.76,Very Good,E,SI2,2831,5.89,5.98,3.61
0.72,Ideal,E,SI1,2831,5.7,5.76,3.57
0.75,Ideal,E,SI1,2831,5.82,5.87,3.59
0.72,Premium,E,SI1,2831,5.73,5.76,3.57
0.79,Ideal,G,SI1,2831,5.93,5.91,3.66
0.72,Very Good,F,VS2,2832,5.71,5.75,3.58
0.91,Very Good,I,SI2,2832,6.15,6.18,3.87
0.71,Premium,G,VVS2,2832,5.75,5.65,3.54
0.81,Premium,G,SI1,2832,5.87,5.81,3.68
0.82,Ideal,H,SI1,2832,5.91,5.97,3.71
0.71,Premium,F,VS1,2832,5.72,5.66,3.54
0.9,Good,J,SI1,2832,6.05,6.01,3.88
0.8,Very Good,I,VS2,2833,5.86,5.95,3.66
0.56,Very Good,E,IF,2833,5.28,5.34,3.24
0.7,Very Good,D,VS2,2833,5.77,5.8,3.45
0.7,Ideal,D,VS2,2833,5.74,5.76,3.51
0.61,Ideal,F,VVS2,2833,5.45,5.48,3.37
0.85,Ideal,H,SI2,2833,6.02,6.07,3.78
0.7,Ideal,F,SI1,2833,5.73,5.75,3.49
0.8,Ideal,G,VS2,2834,5.94,5.87,3.67
0.8,Ideal,H,VS2,2834,5.91,5.87,3.7
0.51,Very Good,D,VVS1,2834,5.16,5.19,3.1
0.53,Ideal,F,VVS1,2834,5.2,5.23,3.2
0.78,Ideal,I,VS2,2834,5.92,5.95,3.67
0.9,Very Good,J,SI1,2834,6.17,6.14,3.9
0.9,Fair,G,SI2,2834,6.07,6.0,3.94
0.77,Ideal,E,SI2,2834,6.01,5.95,3.63
0.73,Ideal,F,VS1,2835,5.89,5.81,3.58
0.63,Ideal,F,VVS2,2835,5.47,5.51,3.4
0.7,Ideal,E,VS2,2835,5.7,5.75,3.52
0.72,Ideal,E,VS2,2835,5.71,5.73,3.59
0.72,Ideal,E,SI1,2835,5.78,5.8,3.53
0.75,Premium,F,VS2,2835,6.04,5.94,3.57
0.82,Very Good,H,SI1,2836,6.04,6.06,3.67
0.71,Good,E,VS2,2836,5.6,5.65,3.53
0.7,Premium,E,VS1,2837,5.69,5.66,3.55
0.7,Ideal,E,VS1,2837,5.74,5.69,3.53
0.71,Ideal,F,SI1,2838,5.86,5.82,3.49
0.76,Very Good,H,SI1,2838,5.92,5.94,3.61
0.82,Fair,F,SI1,2838,5.83,5.79,3.77
0.72,Premium,F,VS1,2838,5.91,5.89,3.47
0.7,Premium,F,VS2,2838,5.72,5.64,3.54
0.7,Premium,F,VS2,2838,5.69,5.63,3.49
0.7,Premium,G,VS1,2838,5.73,5.64,3.56
0.7,Premium,F,VS2,2838,5.83,5.79,3.45
0.7,Very Good,E,SI1,2838,5.53,5.49,3.5
0.7,Premium,F,VS2,2838,5.71,5.66,3.46
0.7,Premium,F,VS2,2838,5.85,5.75,3.45
0.7,Premium,G,VS1,2838,5.64,5.57,3.53
0.74,Very Good,E,SI1,2839,5.85,5.89,3.52
0.71,Ideal,F,VS1,2839,5.74,5.71,3.52
0.7,Ideal,F,VS1,2839,5.75,5.72,3.53
0.71,Ideal,F,VS1,2839,5.82,5.68,3.57
0.71,Premium,F,VS1,2839,5.84,5.81,3.44
0.71,Premium,F,VS1,2839,5.82,5.8,3.43
0.71,Premium,F,VS1,2839,5.75,5.72,3.47
0.7,Ideal,F,VS1,2839,5.73,5.71,3.57
0.73,Ideal,G,VS2,2839,5.8,5.82,3.59
0.7,Ideal,E,VS2,2839,5.69,5.72,3.54
0.7,Ideal,G,VS1,2839,5.71,5.74,3.51
0.71,Premium,G,VVS2,2839,5.82,5.78,3.5
0.71,Premium,F,VS1,2839,5.87,5.82,3.46
0.79,Premium,G,VS2,2839,6.09,6.01,3.59
0.71,Premium,F,VS1,2839,5.7,5.62,3.55
0.77,Very Good,H,VS1,2840,5.9,5.87,3.59
0.75,Very Good,F,SI2,2840,5.85,5.92,3.52
0.7,Ideal,F,SI1,2840,5.75,5.8,3.52
0.71,Premium,F,VS2,2840,5.88,5.82,3.47
0.92,Ideal,D,SI2,2840,6.27,6.2,3.86
0.83,Premium,F,SI2,2840,6.08,6.04,3.72
0.7,Premium,H,VVS1,2840,5.87,5.78,3.45
0.73,Premium,F,VS2,2841,5.9,5.87,3.55
0.71,Very Good,D,VS1,2841,5.69,5.61,3.58
0.73,Very Good,D,SI1,2841,5.66,5.71,3.63
0.82,Ideal,F,SI2,2841,6.0,6.12,3.74
0.82,Ideal,F,SI2,2841,5.96,6.02,3.73
0.82,Very Good,F,SI2,2841,6.12,6.14,3.66
0.52,Ideal,F,VVS1,2841,5.19,5.21,3.18
1.0,Premium,F,I1,2841,6.6,6.55,3.87
0.95,Fair,G,SI1,2841,6.16,6.03,4.06
0.73,Ideal,D,SI1,2841,5.76,5.8,3.55
0.73,Premium,F,VS2,2841,5.87,5.77,3.5
0.73,Premium,G,VS1,2841,5.82,5.77,3.56
0.8,Ideal,I,VS1,2842,5.92,5.96,3.72
0.7,Premium,F,VS2,2842,5.8,5.72,3.38
0.7,Very Good,E,VS2,2843,5.71,5.75,3.45
0.7,Very Good,E,VS2,2843,5.65,5.67,3.55
0.71,Very Good,E,VS2,2843,5.76,5.82,3.44
0.81,Very Good,F,SI2,2843,5.91,5.92,3.74
0.71,Very Good,D,SI1,2843,5.73,5.79,3.54
0.73,Ideal,G,VVS2,2843,5.81,5.84,3.57
0.73,Very Good,F,VS1,2843,5.73,5.79,3.56
0.72,Ideal,E,VS2,2843,5.71,5.74,3.55
0.81,Ideal,F,SI2,2843,5.91,5.95,3.68
0.71,Ideal,G,VVS2,2843,5.81,5.78,3.52
0.73,Very Good,E,SI1,2844,5.92,5.96,3.43
0.7,Very Good,E,VS1,2844,5.65,5.68,3.51
1.01,Ideal,I,I1,2844,6.45,6.46,3.97
1.01,Good,I,I1,2844,6.35,6.39,4.02
0.79,Ideal,H,VS2,2844,5.91,5.93,3.7
0.7,Very Good,E,VS2,2845,5.65,5.68,3.5
0.7,Very Good,E,VS2,2845,5.83,5.85,3.44
0.8,Good,H,VS2,2845,5.92,5.82,3.72
1.27,Premium,H,SI2,2845,7.12,7.05,4.2
0.79,Ideal,D,SI1,2846,5.96,5.91,3.65
0.72,Very Good,F,VS1,2846,5.79,5.84,3.5
0.73,Ideal,H,VVS2,2846,5.79,5.84,3.58
1.01,Fair,H,SI2,2846,6.3,6.26,4.11
1.01,Good,H,I1,2846,6.25,6.18,3.99
0.73,Ideal,E,SI1,2846,5.92,5.95,3.51
0.7,Ideal,E,SI1,2846,5.71,5.76,3.53
0.7,Good,F,VS2,2846,5.76,5.84,3.43
0.77,Premium,E,SI1,2846,5.84,5.79,3.66
0.77,Premium,G,VS2,2846,5.91,5.81,3.59
0.77,Premium,G,VS1,2846,5.94,5.89,3.63
0.84,Very Good,H,SI1,2847,6.1,6.12,3.74
0.72,Ideal,E,SI1,2847,5.83,5.85,3.52
0.76,Premium,D,SI1,2847,5.93,5.88,3.61
0.7,Very Good,G,VVS2,2848,5.61,5.68,3.55
0.54,Ideal,D,VVS2,2848,5.25,5.29,3.24
0.75,Fair,D,SI2,2848,5.74,5.72,3.7
0.79,Good,E,SI1,2849,5.86,5.84,3.75
0.74,Very Good,E,VS1,2849,5.75,5.73,3.62
0.7,Very Good,E,VS2,2850,5.74,5.77,3.51
0.7,Ideal,F,VS2,2850,5.69,5.79,3.49
0.75,Ideal,J,SI1,2850,5.83,5.87,3.6
1.2,Very Good,H,I1,2850,6.75,6.67,4.23
0.8,Very Good,F,SI1,2851,5.89,5.82,3.71
0.66,Ideal,D,VS1,2851,5.54,5.57,3.45
0.87,Very Good,F,SI2,2851,6.22,6.07,3.75
0.86,Premium,H,SI1,2851,6.04,5.98,3.77
0.74,Ideal,F,SI1,2851,5.85,5.81,3.56
0.58,Very Good,E,IF,2852,5.37,5.43,3.27
0.78,Ideal,I,VS1,2852,5.88,5.92,3.63
0.74,Ideal,G,SI1,2852,5.85,5.86,3.59
0.73,Ideal,E,SI1,2852,5.7,5.79,3.6
0.91,Very Good,I,SI1,2852,6.12,6.07,3.87
0.71,Premium,F,VS2,2853,5.67,5.7,3.56
0.71,Good,G,VS1,2853,5.64,5.66,3.59
0.79,Ideal,D,SI2,2853,5.9,5.85,3.69
0.79,Premium,D,SI2,2853,6.07,6.03,3.63
0.71,Premium,E,SI1,2853,5.73,5.66,3.57
0.82,Premium,I,VS1,2853,5.99,5.97,3.7
0.78,Very Good,H,VS1,2854,5.87,5.95,3.66
0.7,Very Good,E,VS1,2854,5.64,5.7,3.54
1.12,Premium,H,I1,2854,6.78,6.75,4.0
0.73,Premium,E,VS2,2854,5.86,5.76,3.6
0.91,Fair,J,VS2,2854,6.06,6.03,3.89
0.91,Fair,J,VS2,2854,6.04,6.0,3.94
0.91,Good,J,VS2,2854,6.12,6.09,3.92
0.91,Fair,H,SI1,2854,6.04,6.01,3.96
0.7,Premium,E,VS1,2854,5.91,5.83,3.43
0.68,Premium,F,VVS2,2854,5.67,5.64,3.49
0.73,Very Good,F,VS2,2855,5.7,5.75,3.58
1.03,Good,J,SI1,2855,6.38,6.29,4.03
0.74,Premium,D,VS2,2855,5.8,5.74,3.6
0.98,Fair,E,SI2,2855,6.82,6.74,3.61
1.02,Fair,I,SI1,2856,6.84,6.77,3.66
1.0,Fair,G,SI2,2856,5.96,5.9,4.02
1.02,Ideal,H,SI2,2856,6.49,6.43,3.98
0.6,Ideal,F,VVS2,2856,5.44,5.49,3.32
0.8,Ideal,G,SI2,2856,5.97,6.01,3.69
0.97,Ideal,F,I1,2856,6.43,6.41,3.9
1.0,Fair,I,SI1,2856,6.19,6.03,4.15
0.26,Ideal,E,VS1,556,4.05,4.08,2.53
0.26,Ideal,E,VS1,556,4.09,4.12,2.55
0.36,Ideal,H,SI1,556,4.57,4.59,2.83
0.34,Good,G,VS2,556,4.6,4.66,2.66
0.34,Good,E,SI1,556,4.44,4.47,2.82
0.34,Good,E,SI1,556,4.44,4.47,2.83
0.34,Good,E,SI1,556,4.44,4.46,2.82
0.34,Very Good,G,VS2,556,4.54,4.56,2.71
0.34,Ideal,E,SI1,556,4.47,4.5,2.79
0.32,Good,E,VS2,556,4.34,4.37,2.79
0.31,Ideal,I,VVS1,557,4.36,4.41,2.7
0.31,Ideal,I,VVS1,557,4.36,4.38,2.68
0.31,Ideal,I,VVS1,557,4.37,4.4,2.73
0.31,Ideal,I,VVS1,557,4.37,4.4,2.72
0.31,Ideal,I,VVS1,557,4.33,4.35,2.72
0.31,Ideal,I,VVS1,557,4.36,4.38,2.72
0.31,Ideal,G,VS2,557,4.32,4.35,2.7
0.31,Ideal,H,VS1,557,4.35,4.37,2.69
0.31,Ideal,H,VS1,557,4.33,4.37,2.69
0.33,Premium,G,SI2,557,4.52,4.5,2.68
0.33,Premium,F,SI2,557,4.43,4.4,2.75
0.33,Premium,G,SI2,557,4.42,4.4,2.76
0.33,Ideal,G,SI2,557,4.45,4.41,2.74
0.33,Premium,F,SI2,557,4.42,4.4,2.78
0.33,Premium,J,VS1,557,4.41,4.38,2.76
0.33,Premium,J,VS1,557,4.46,4.39,2.72
0.33,Ideal,J,VS1,557,4.44,4.41,2.75
0.33,Ideal,I,SI1,557,4.39,4.37,2.76
0.33,Good,I,SI1,557,4.43,4.4,2.81
0.33,Premium,I,SI1,557,4.54,4.5,2.73
1.0,Fair,H,SI2,2856,6.21,5.97,4.04
0.77,Premium,F,SI1,2856,5.92,5.86,3.58
0.77,Premium,F,SI1,2856,5.94,5.9,3.61
0.7,Good,E,VVS2,2857,5.68,5.71,3.42
0.9,Very Good,G,SI2,2857,6.08,6.02,3.82
0.72,Ideal,E,SI1,2857,5.76,5.7,3.57
0.9,Premium,I,VS2,2857,6.2,6.14,3.82
0.72,Premium,E,SI1,2857,5.76,5.73,3.57
0.7,Ideal,G,VVS2,2858,5.63,5.71,3.52
0.81,Very Good,F,SI1,2858,6.02,6.05,3.7
0.81,Very Good,F,SI1,2858,6.0,6.05,3.72
0.71,Premium,E,VS2,2858,5.76,5.69,3.49
0.7,Premium,E,VS2,2858,5.73,5.7,3.51
0.71,Premium,E,VS2,2858,5.76,5.68,3.52
0.71,Very Good,E,VS2,2858,5.68,5.59,3.58
0.92,Premium,J,SI1,2858,6.22,6.18,3.9
0.76,Ideal,E,SI1,2858,5.88,5.83,3.67
0.73,Ideal,D,SI1,2858,5.84,5.8,3.58
0.71,Premium,D,VS2,2858,5.74,5.72,3.46
0.7,Good,E,VVS2,2858,5.61,5.58,3.56
0.9,Fair,G,SI2,2858,6.06,6.0,3.89
0.71,Fair,D,VS2,2858,5.89,5.84,3.34
0.7,Ideal,D,VS2,2859,5.76,5.74,3.51
0.7,Premium,D,VS2,2859,5.72,5.66,3.55
0.77,Premium,F,VS1,2859,5.91,5.88,3.59
0.71,Ideal,G,VS1,2859,5.74,5.78,3.54
0.7,Premium,D,VS2,2859,5.8,5.77,3.45
0.75,Fair,F,VS1,2859,6.09,5.98,3.37
0.83,Premium,E,SI2,2859,6.17,6.12,3.64
0.71,Very Good,F,VS2,2860,5.68,5.73,3.5
0.9,Very Good,J,SI2,2860,6.07,6.1,3.87
0.6,Ideal,E,VVS2,2860,5.41,5.44,3.35
0.71,Premium,D,VS1,2860,5.66,5.6,3.54
0.53,Ideal,F,VVS1,2860,5.23,5.2,3.2
0.71,Premium,D,SI1,2861,5.95,5.78,3.56
0.62,Ideal,G,VVS2,2861,5.45,5.48,3.37
0.62,Ideal,G,VVS2,2861,5.48,5.51,3.38
0.9,Premium,I,SI1,2861,6.09,6.01,3.81
0.62,Fair,F,IF,2861,5.53,5.56,3.33
0.82,Premium,E,SI2,2861,6.01,5.98,3.7
0.66,Premium,D,VS1,2861,5.67,5.57,3.43
0.7,Very Good,D,SI1,2862,5.67,5.72,3.56
0.8,Very Good,F,SI1,2862,5.9,5.92,3.7
0.8,Very Good,D,SI2,2862,5.88,5.92,3.69
0.79,Premium,F,SI1,2862,5.97,5.91,3.7
0.71,Very Good,F,VVS1,2862,5.65,5.61,3.56
0.7,Ideal,H,VS2,2862,5.71,5.74,3.5
0.7,Very Good,E,VS2,2862,5.73,5.69,3.35
0.79,Premium,H,VS1,2862,6.07,5.99,3.64
0.7,Premium,E,VS2,2862,5.82,5.77,3.45
1.22,Premium,E,I1,2862,6.93,6.88,4.21
1.01,Fair,E,SI2,2862,6.21,6.11,4.18
0.73,Premium,E,VS2,2862,5.78,5.64,3.59
0.91,Good,I,VS2,2863,6.05,6.09,3.9
0.71,Ideal,D,SI1,2863,5.8,5.77,3.52
0.83,Premium,G,SI1,2863,6.01,5.97,3.73
0.84,Premium,F,SI2,2863,6.06,6.01,3.76
0.71,Premium,D,SI1,2863,5.82,5.75,3.53
0.71,Premium,D,SI1,2863,5.82,5.8,3.47
0.71,Premium,D,SI1,2863,5.8,5.68,3.54
0.71,Ideal,D,SI1,2863,5.75,5.7,3.53
0.71,Premium,D,SI1,2863,5.79,5.75,3.54
0.71,Premium,D,SI1,2863,5.79,5.77,3.5
0.91,Premium,J,SI1,2863,6.4,6.18,3.74
0.9,Premium,J,VS2,2863,6.24,6.21,3.72
0.71,Premium,H,VVS2,2863,5.74,5.68,3.51
0.71,Premium,E,SI1,2863,5.84,5.8,3.44
0.72,Ideal,F,VS2,2863,5.91,5.86,3.5
0.72,Premium,E,SI1,2863,5.78,5.74,3.51
0.71,Ideal,E,VS2,2863,5.79,5.75,3.52
0.81,Ideal,E,SI2,2864,6.07,6.04,3.65
0.83,Very Good,I,VS2,2865,6.05,6.07,3.73
0.73,Premium,D,SI1,2865,5.87,5.81,3.55
0.56,Very Good,D,VVS1,2866,5.25,5.3,3.27
0.56,Very Good,D,VVS1,2866,5.27,5.31,3.27
0.71,Ideal,E,VS1,2866,5.74,5.7,3.56
0.7,Ideal,H,VVS1,2866,5.66,5.7,3.54
0.96,Premium,I,SI1,2866,6.39,6.3,3.89
0.71,Very Good,H,VVS1,2867,5.67,5.69,3.57
0.7,Ideal,D,VS2,2867,5.68,5.61,3.52
0.71,Ideal,H,VVS1,2867,5.78,5.81,3.5
0.8,Premium,H,VS2,2867,6.05,5.98,3.68
0.95,Premium,F,SI2,2867,6.49,6.41,3.77
0.82,Ideal,F,SI2,2867,5.99,5.95,3.72
0.52,Ideal,F,VVS1,2867,5.21,5.19,3.18
0.82,Ideal,F,SI2,2867,6.12,6.0,3.74
0.82,Ideal,F,SI2,2867,6.02,5.96,3.73
0.82,Premium,F,SI2,2867,6.14,6.12,3.66
0.8,Ideal,G,SI1,2867,5.96,5.91,3.64
0.96,Fair,F,SI2,2867,6.07,5.88,4.1
0.72,Ideal,I,VS1,2868,5.72,5.75,3.58
0.62,Ideal,G,IF,2868,5.52,5.56,3.35
0.79,Premium,E,SI2,2868,5.96,5.9,3.62
0.75,Very Good,E,SI1,2868,5.78,5.7,3.62
1.08,Premium,D,I1,2869,6.55,6.48,4.03
0.72,Ideal,E,SI1,2869,5.77,5.84,3.53
0.62,Ideal,G,IF,2869,5.43,5.47,3.37
0.73,Ideal,G,VVS2,2869,5.84,5.81,3.57
0.72,Ideal,H,VVS2,2869,5.79,5.77,3.52
0.52,Premium,F,VVS2,2870,5.16,5.13,3.18
0.83,Ideal,E,SI2,2870,6.0,6.05,3.75
0.64,Premium,E,VVS2,2870,5.56,5.51,3.44
0.8,Ideal,G,SI1,2870,5.94,5.9,3.7
0.74,Ideal,H,SI1,2870,5.77,5.83,3.6
0.72,Ideal,F,SI1,2870,5.72,5.79,3.54
0.82,Ideal,H,VS2,2870,6.12,6.09,3.63
0.73,Premium,E,VS1,2870,5.81,5.78,3.55
1.04,Premium,I,I1,2870,6.47,6.45,3.98
0.73,Very Good,E,SI1,2871,5.76,5.83,3.55
0.73,Good,E,SI1,2871,5.7,5.72,3.63
0.9,Premium,J,SI1,2871,6.13,6.03,3.82
0.75,Ideal,I,SI1,2871,5.83,5.85,3.61
0.79,Ideal,G,SI1,2871,5.91,5.95,3.71
0.7,Good,D,SI1,2872,5.59,5.62,3.51
0.75,Very Good,D,SI1,2872,5.87,5.92,3.58
1.02,Ideal,I,I1,2872,6.44,6.49,3.99
0.7,Very Good,G,SI2,2872,5.79,5.81,3.42
0.7,Ideal,D,SI1,2872,5.63,5.73,3.51
0.7,Good,E,SI1,2872,5.66,5.71,3.49
0.7,Ideal,D,SI1,2872,5.71,5.75,3.52
0.7,Ideal,D,SI1,2872,5.72,5.75,3.48
0.7,Very Good,D,SI1,2872,5.75,5.82,3.48
0.72,Very Good,E,VS2,2872,5.89,5.94,3.45
0.74,Ideal,E,SI1,2872,5.74,5.78,3.59
0.84,Good,G,SI1,2872,5.88,5.97,3.86
0.76,Very Good,F,VS2,2873,5.8,5.86,3.62
0.77,Very Good,E,SI1,2873,5.8,5.84,3.68
0.76,Ideal,E,SI2,2873,5.78,5.82,3.64
1.0,Ideal,I,SI2,2873,6.45,6.41,3.97
1.0,Fair,H,SI1,2873,6.14,6.07,4.0
0.9,Fair,I,SI1,2873,6.03,6.0,3.95
0.9,Premium,J,SI1,2873,6.16,6.13,3.8
0.9,Good,J,SI1,2873,6.0,5.96,3.83
0.9,Fair,I,SI1,2873,5.98,5.94,3.89
0.9,Fair,I,SI1,2873,6.01,5.96,3.94
0.9,Premium,J,SI1,2873,6.26,6.22,3.8
0.78,Premium,F,VS2,2874,5.91,5.82,3.67
0.71,Premium,D,VS2,2874,5.69,5.74,3.5
0.7,Premium,F,VS1,2874,5.79,5.77,3.41
0.7,Premium,F,VS1,2874,5.71,5.67,3.46
0.7,Premium,G,VVS2,2874,5.67,5.63,3.49
0.7,Ideal,F,VS1,2874,5.77,5.73,3.51
0.7,Ideal,F,VS1,2874,5.75,5.71,3.53
0.7,Ideal,F,VS1,2874,5.69,5.65,3.54
0.7,Premium,G,VVS2,2874,5.68,5.61,3.55
1.0,Fair,H,SI2,2875,6.11,5.98,4.09
0.77,Ideal,H,SI1,2875,5.84,5.9,3.66
1.0,Fair,J,VS1,2875,6.3,6.25,4.11
1.0,Fair,I,SI1,2875,6.08,6.03,4.01
1.0,Fair,H,SI2,2875,6.17,6.1,4.26
0.73,Premium,E,VS1,2876,5.68,5.75,3.58
0.79,Premium,E,VS2,2876,6.04,5.98,3.64
0.72,Very Good,H,VS1,2877,5.74,5.76,3.57
0.71,Ideal,E,VS1,2877,5.75,5.7,3.57
0.74,Ideal,G,VS2,2877,5.8,5.83,3.62
0.7,Good,H,VVS1,2877,5.6,5.66,3.53
0.7,Good,F,VS1,2877,5.82,5.86,3.44
0.79,Very Good,F,SI1,2878,5.86,5.89,3.69
0.79,Very Good,F,SI1,2878,5.82,5.89,3.67
0.79,Very Good,D,SI2,2878,6.0,6.07,3.6
0.71,Ideal,I,VS2,2878,5.76,5.78,3.55
0.79,Ideal,F,SI1,2878,5.88,5.9,3.7
0.73,Very Good,F,SI1,2879,5.81,5.86,3.58
0.63,Premium,E,IF,2879,5.55,5.53,3.34
0.7,Premium,F,VS1,2879,5.73,5.7,3.45
0.71,Premium,F,VS1,2879,5.71,5.67,3.57
0.84,Ideal,G,SI2,2879,6.13,6.1,3.73
0.84,Ideal,G,SI2,2879,6.08,6.03,3.77
1.02,Ideal,J,SI2,2879,6.53,6.5,3.93
0.72,Fair,F,VS1,2879,5.93,5.77,3.33
0.72,Ideal,F,VS1,2879,5.76,5.73,3.56
0.92,Very Good,J,SI2,2880,6.34,6.43,3.75
0.74,Very Good,D,SI1,2880,5.72,5.74,3.66
0.7,Ideal,H,VVS1,2881,5.74,5.71,3.55
0.71,Very Good,E,VS2,2881,5.84,5.83,3.5
1.05,Premium,H,I1,2881,6.5,6.47,4.02
0.7,Very Good,H,IF,2882,5.62,5.65,3.54
0.54,Ideal,F,VVS1,2882,5.23,5.26,3.24
0.73,Premium,F,VS2,2882,5.87,5.84,3.51
0.88,Fair,F,SI1,2882,6.39,6.32,3.6
0.73,Premium,F,VS2,2882,5.97,5.92,3.49
0.72,Ideal,D,SI1,2883,5.75,5.81,3.57
0.9,Good,H,SI2,2883,6.09,6.0,3.79
0.9,Fair,H,SI2,2883,6.01,5.96,3.89
1.03,Fair,I,SI2,2884,6.32,6.27,4.11
0.84,Very Good,F,SI1,2885,5.95,6.0,3.81
1.01,Premium,I,SI1,2885,6.36,6.27,3.96
0.77,Ideal,D,SI2,2885,5.9,5.93,3.64
0.8,Fair,E,SI1,2885,6.22,6.14,3.48
0.9,Fair,D,SI2,2885,6.02,5.9,3.99
0.73,Ideal,E,SI1,2886,5.79,5.81,3.56
0.72,Ideal,E,SI1,2886,5.64,5.69,3.55
0.71,Very Good,D,SI1,2887,5.71,5.79,3.59
0.7,Premium,E,VS1,2887,5.66,5.69,3.55
0.79,Ideal,I,VS1,2888,5.93,5.96,3.67
0.72,Very Good,G,VVS2,2889,5.68,5.72,3.56
0.7,Very Good,E,VS2,2889,5.62,5.66,3.58
0.7,Very Good,F,VS1,2889,5.64,5.75,3.54
0.9,Good,H,SI2,2889,6.09,6.14,3.88
0.71,Very Good,F,VS1,2889,5.69,5.72,3.58
